sector,category,id,name,unit,factor,uncertainty,source,year,region,date_accessed,description,source_link
Computing,Memory,azure-uk-west-memory,AZURE (UK WEST) MEMORY,kg-CO2e/gb,0.00010055,,CCF,2021,GB-CDF,2021/08/19,Emission Intensity for the memory in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Networking,azure-uk-west-networking,AZURE (UK WEST) NETWORKING,kg-CO2e/gb,0.0002565,,CCF,2021,GB-CDF,2021/08/19,Emission Intensity for the networking in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-uk-west-ssd-storage,AZURE (UK WEST) SSD STORAGE,kg-CO2e/tb,0.0003078,,CCF,2021,GB-CDF,2021/08/19,Emission Intensity for the SSD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,CPU,azure-central-us-cpu,AZURE (US CENTRAL) CPU,kg-CO2e/cpu-hour,0.00119799,,CCF,2021,US-IA,2021/08/19,Emission Intensity for 1 CPU in kg CO2e per hour for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-central-us-hdd-storage,AZURE (US CENTRAL) HDD STORAGE,kg-CO2e/tb,0.00034532,,CCF,2021,US-IA,2021/08/19,Emission Intensity for the HDD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Memory,azure-central-us-memory,AZURE (US CENTRAL) MEMORY,kg-CO2e/gb,0.00020825,,CCF,2021,US-IA,2021/08/19,Emission Intensity for the memory in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Networking,azure-central-us-networking,AZURE (US CENTRAL) NETWORKING,kg-CO2e/gb,0.00053126,,CCF,2021,US-IA,2021/08/19,Emission Intensity for the networking in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-central-us-ssd-storage,AZURE (US CENTRAL) SSD STORAGE,kg-CO2e/tb,0.00063751,,CCF,2021,US-IA,2021/08/19,Emission Intensity for the SSD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,CPU,azure-west-central-us-cpu,AZURE (WEST CENTRAL US) CPU,kg-CO2e/cpu-hour,0.00089009,,CCF,2021,US-WY,2021/08/19,Emission Intensity for 1 CPU in kg CO2e per hour for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-central-us-hdd-storage,AZURE (WEST CENTRAL US) HDD STORAGE,kg-CO2e/tb,0.00025657,,CCF,2021,US-WY,2021/08/19,Emission Intensity for the HDD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Memory,azure-west-central-us-memory,AZURE (WEST CENTRAL US) MEMORY,kg-CO2e/gb,0.00015473,,CCF,2021,US-WY,2021/08/19,Emission Intensity for the memory in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Networking,azure-west-central-us-networking,AZURE (WEST CENTRAL US) NETWORKING,kg-CO2e/gb,0.00039472,,CCF,2021,US-WY,2021/08/19,Emission Intensity for the networking in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-central-us-ssd-storage,AZURE (WEST CENTRAL US) SSD STORAGE,kg-CO2e/tb,0.00047366,,CCF,2021,US-WY,2021/08/19,Emission Intensity for the SSD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,CPU,azure-west-europe-cpu,AZURE (WEST EUROPE) CPU,kg-CO2e/cpu-hour,0.00098938,,CCF,2021,NL-ZBD,2021/08/19,Emission Intensity for 1 CPU in kg CO2e per hour for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-europe-hdd-storage,AZURE (WEST EUROPE) HDD STORAGE,kg-CO2e/tb,0.00028519,,CCF,2021,NL-ZBD,2021/08/19,Emission Intensity for the HDD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Memory,azure-west-europe-memory,AZURE (WEST EUROPE) MEMORY,kg-CO2e/gb,0.00017199,,CCF,2021,NL-ZBD,2021/08/19,Emission Intensity for the memory in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Networking,azure-west-europe-networking,AZURE (WEST EUROPE) NETWORKING,kg-CO2e/gb,0.00043875,,CCF,2021,NL-ZBD,2021/08/19,Emission Intensity for the networking in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-europe-ssd-storage,AZURE (WEST EUROPE) SSD STORAGE,kg-CO2e/tb,0.0005265,,CCF,2021,NL-ZBD,2021/08/19,Emission Intensity for the SSD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,CPU,azure-west-india-cpu,AZURE (WEST INDIA) CPU,kg-CO2e/cpu-hour,0.00179611,,CCF,2021,IN-BOM,2021/08/19,Emission Intensity for 1 CPU in kg CO2e per hour for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-india-hdd-storage,AZURE (WEST INDIA) HDD STORAGE,kg-CO2e/tb,0.00051773,,CCF,2021,IN-BOM,2021/08/19,Emission Intensity for the HDD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Memory,azure-west-india-memory,AZURE (WEST INDIA) MEMORY,kg-CO2e/gb,0.00031223,,CCF,2021,IN-BOM,2021/08/19,Emission Intensity for the memory in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Networking,azure-west-india-networking,AZURE (WEST INDIA) NETWORKING,kg-CO2e/gb,0.0007965,,CCF,2021,IN-BOM,2021/08/19,Emission Intensity for the networking in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-india-ssd-storage,AZURE (WEST INDIA) SSD STORAGE,kg-CO2e/tb,0.0009558,,CCF,2021,IN-BOM,2021/08/19,Emission Intensity for the SSD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,CPU,azure-west-us-2-cpu,AZURE (WEST US 2) CPU,kg-CO2e/cpu-hour,0.00089009,,CCF,2021,US-WA,2021/08/19,Emission Intensity for 1 CPU in kg CO2e per hour for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-us-2-hdd-storage,AZURE (WEST US 2) HDD STORAGE,kg-CO2e/tb,0.00025657,,CCF,2021,US-WA,2021/08/19,Emission Intensity for the HDD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Memory,azure-west-us-2-memory,AZURE (WEST US 2) MEMORY,kg-CO2e/gb,0.00015473,,CCF,2021,US-WA,2021/08/19,Emission Intensity for the memory in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Networking,azure-west-us-2-networking,AZURE (WEST US 2) NETWORKING,kg-CO2e/gb,0.00039472,,CCF,2021,US-WA,2021/08/19,Emission Intensity for the networking in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-us-2-ssd-storage,AZURE (WEST US 2) SSD STORAGE,kg-CO2e/tb,0.00047366,,CCF,2021,US-WA,2021/08/19,Emission Intensity for the SSD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,CPU,azure-west-us-3-cpu,AZURE (WEST US 3) CPU,kg-CO2e/cpu-hour,0.00089009,,CCF,2021,US-AZ,2021/08/19,Emission Intensity for 1 CPU in kg CO2e per hour for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-us-3-hdd-storage,AZURE (WEST US 3) HDD STORAGE,kg-CO2e/tb,0.00025657,,CCF,2021,US-AZ,2021/08/19,Emission Intensity for the HDD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Memory,azure-west-us-3-memory,AZURE (WEST US 3) MEMORY,kg-CO2e/gb,0.00015473,,CCF,2021,US-AZ,2021/08/19,Emission Intensity for the memory in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Networking,azure-west-us-3-networking,AZURE (WEST US 3) NETWORKING,kg-CO2e/gb,0.00039472,,CCF,2021,US-AZ,2021/08/19,Emission Intensity for the networking in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-us-3-ssd-storage,AZURE (WEST US 3) SSD STORAGE,kg-CO2e/tb,0.00047366,,CCF,2021,US-AZ,2021/08/19,Emission Intensity for the SSD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,CPU,azure-west-us-cpu,AZURE (WEST US) CPU,kg-CO2e/cpu-hour,0.00089009,,CCF,2021,US-CA,2021/08/19,Emission Intensity for 1 CPU in kg CO2e per hour for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-us-hdd-storage,AZURE (WEST US) HDD STORAGE,kg-CO2e/tb,0.00025657,,CCF,2021,US-CA,2021/08/19,Emission Intensity for the HDD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Memory,azure-west-us-memory,AZURE (WEST US) MEMORY,kg-CO2e/gb,0.00015473,,CCF,2021,US-CA,2021/08/19,Emission Intensity for the memory in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Networking,azure-west-us-networking,AZURE (WEST US) NETWORKING,kg-CO2e/gb,0.00039472,,CCF,2021,US-CA,2021/08/19,Emission Intensity for the networking in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Computing,Storage,azure-west-us-ssd-storage,AZURE (WEST US) SSD STORAGE,kg-CO2e/tb,0.00047366,,CCF,2021,US-CA,2021/08/19,Emission Intensity for the SSD storage in kg CO2e per terabyte for the Azure data centers in the given location. Using the assumptions and grid mix data available in the source.,https://www.cloudcarbonfootprint.org/docs/methodology/#compute
Energy,Fuel,biodiesel,Biodiesel,kg-CO2e/l,0.00012456,,MfE,2020,NZ,2021/09/10,Emission Intensity of Biodiesel. Estimated in kg-CO2e/l. Biofuel and biomass emission factors. Biofuel. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Energy,Fuel,biodiesel-hvo,Biodiesel HVO,kg-CO2e/l,0.03558,,BEIS,2021,GB,2021/07/23,Emission Intensity of Biodiesel HVO. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Energy,Fuel,biodiesel-me,Biodiesel ME,kg-CO2e/l,0.16751,,BEIS,2021,GB,2021/07/23,Emission Intensity of Biodiesel ME. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Energy,Fuel,biodiesel-me-tallow,Biodiesel ME (from Tallow),kg-CO2e/l,0.16751,,BEIS,2021,GB,2021/07/23,Emission Intensity of Biodiesel ME (from tallow). Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Energy,Fuel,biodiesel-me-used-cooking-oil,Biodiesel ME (From Used Cooking Oil),kg-CO2e/l,0.16751,,BEIS,2021,GB,2021/07/23,Emission Intensity of Biodiesel ME (from used cooking oil). Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Energy,Fuel,bioethanol,Bioethanol,kg-CO2e/l,0.00901,,BEIS,2021,GB,2021/07/23,Emission Intensity of Bioethanol. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Energy,Fuel,bioethanol,Bioethanol,kg-CO2e/l,0.00008071,,MfE,2020,NZ,2021/09/10,Emission Intensity of Bioethanol. Estimated in kg-CO2e/l. Biofuel and biomass emission factors. Biofuel. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Energy,Fuel,bio-petrol,Biopetrol,kg-CO2e/l,0.01402,,BEIS,2021,GB,2021/07/23,Emission Intensity of Biopetrol. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Energy,Fuel,biopropane,Biopropane,kg-CO2e/l,0.00214,,BEIS,2021,GB,2021/07/23,Emission Intensity of Biopropane. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,black-cab,Black Cab,kg-CO2e/km,0.30624,,BEIS,2021,GB,2021/07/23,Emission Intensity of Black Cab. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Road Travel,black-cab-ride,Black Cab,kg-CO2e/pkm,0.20416,,BEIS,2021,GB,2021/07/23,Emission Intensity of Black Cab. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Sea Transport,bulk-carrier-above-200000dwt,Bulk carrier above 200.000 dwt,kg-CO2e/tkm,0.002535,,MfE,2020,NZ,2021/09/10,"Emission intensity of a bulk carrier. Above 200000 dwt. The dwt value corresponds to deadweight tonnage, a measure of how much weight a ship can carry. International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.",https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Sea Transport,bulk-carrier-average,Bulk carrier average,kg-CO2e/tkm,0.00578,,MfE,2020,NZ,2021/09/10,Emission intensity of a bulk carrier. Average value.International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Sea Transport,bulk-carrier-below-9999dwt,Bulk carrier below 9.999 dwt,kg-CO2e/tkm,0.029607,,MfE,2020,NZ,2021/09/10,"Emission intensity of a bulk carrier. Between 0 and 9999 dwt. The dwt value corresponds to deadweight tonnage, a measure of how much weight a ship can carry. International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.",https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Sea Transport,bulk-carrier-between-10000-and-34999dwt,Bulk carrier between 10.000 and 34.999 dwt,kg-CO2e/tkm,0.00801,,MfE,2020,NZ,2021/09/10,"Emission intensity of a bulk carrier. Between 10000 and 349990 dwt. The dwt value corresponds to deadweight tonnage, a measure of how much weight a ship can carry. International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.",https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Sea Transport,bulk-carrier-between-35000-and-59999dwt,Bulk carrier between 35.000 and 59.999 dwt,kg-CO2e/tkm,0.00578,,MfE,2020,NZ,2021/09/10,"Emission intensity of a bulk carrier. Between 35000 and 59999 dwt. The dwt value corresponds to deadweight tonnage, a measure of how much weight a ship can carry. International shipping. International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.",https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Sea Transport,bulk-carrier-between-60000-and-99999dwt,Bulk carrier between 60.000 and 99.999 dwt,kg-CO2e/tkm,0.004157,,MfE,2020,NZ,2021/09/10,"Emission intensity of a bulk carrier. Between 60000 and 99999 dwt. The dwt value corresponds to deadweight tonnage, a measure of how much weight a ship can carry. International shipping. International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.",https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Sea Transport,bulk-carrier-between-100000-and-199999dwt,Bulk carrier between 100.000 and 199.999 dwt,kg-CO2e/tkm,0.003042,,MfE,2020,NZ,2021/09/10,"Emission intensity of a bulk carrier. Between 100000 and 199999 dwt. The dwt value corresponds to deadweight tonnage, a measure of how much weight a ship can carry. International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.",https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Energy,Fuel,burning-oil,Burning Oil,kg-CO2e/l,2.54014,,BEIS,2021,GB,2021/07/23,Emission Intensity of Burning Oil. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Road Travel,bus-low-agglomeration,Bus (Low Agglomeration),kg-CO2e/pkm,0.146,60,ADEME,2017,FR,2021/08/20,Emission Intensity of Average Bus. Agglomeration of less than 100 000 Inhabitants. Continental France. 2017 Factor. Updated April 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Provided by the UTP - Enquête TCU 2017,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Road Travel,bus-mid-agglomeration,Bus (Medium Agglomeration),kg-CO2e/pkm,0.137,60,ADEME,2017,FR,2021/08/20,Emission Intensity of Average Bus. Agglomeration of 100 000 to 250 000 Inhabitants. Continental France. 2017 Factor. Updated April 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Provided by the UTP - Enquête TCU 2017,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Road Travel,bus-high-agglomeration,Bus (High Agglomeration),kg-CO2e/pkm,0.129,60,ADEME,2017,FR,2021/08/20,Emission Intensity of Average Bus. Agglomeration of 250 000 Inhabitants and Above. Continental France. 2017 Factor. Updated April 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Provided by the UTP - Enquête TCU 2017,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Road Travel,bus,Bus,kg-CO2e/pmile,0.054,,EPA,2021,US,2021/08/23,Emission Intensity of Bus. Published by the EPA. Updated April 2021.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Energy,Fuel,butane,Butane,kg-CO2e/l,1.74529,,BEIS,2021,GB,2021/07/23,Emission Intensity of Butane. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Sea Transport,cargo-hfo-mgo-between-10000-and-20000t,Cargo HFO MGO between 10.000 and 20.000t,kg-CO2e/tkm,0.0132,60,ADEME,2020,FR,2021/08/20,Emission Intensity of Cargo Ship. Heavy Fuel Oil & Marine Gas Oil. 10 000 - 20 000 tonnes. Continental France. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Provided by the GT Transport Base Carbone & GLEC Framework.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Sea Transport,cargo-hfo-mgo-to-10000t,Cargo HFO MGO to 10.000t,kg-CO2e/tkm,0.0191,60,ADEME,2020,FR,2021/08/20,Emission Intensity of Cargo Ship. Heavy Fuel Oil & Marine Gas Oil. Less than 10 000 tonnes. Continental France. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Provided by the GT Transport Base Carbone & GLEC Framework.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Sea Transport,sea-chemical-tanker-to–4999dwt,Chemical tanker to 4.999 dwt,kg-CO2e/tkm,0.02251,,BEIS,2021,GB,2021/07/23,Emission Intensity of Sea Chemical tanker. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. 0–4999 dwt,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Sea Transport,chemical-tanker,Chemical tanker,kg-CO2e/tkm,0.01032,,BEIS,2021,GB,2021/07/23,Emission Intensity of Sea Chemical tanker. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. Average,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Sea Transport,sea-chemical-tanker-below-20000dwt,Chemical tanker below 20.000 dwt,kg-CO2e/tkm,0.00852,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Sea Chemical tanker. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. 20,000+ dwt.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Sea Transport,sea-chemical-tanker-between-10000-and-19999dwt,Chemical tanker between 10.000 and 19.999 dwt,kg-CO2e/tkm,0.01095,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Sea Chemical tanker. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. 10,000–19,999 dwt.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Sea Transport,sea-chemical-tanker-between-5000-and-9999dwt,Chemical tanker between 5.000 and 9.999 dwt,kg-CO2e/tkm,0.01531,,BEIS,2021,GB,2021/07/23,Emission Intensity of Sea Chemical tanker. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. 5000–9999 dwt,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Energy,Fuel,cng,CNG,kg-CO2e/l,0.44423,,BEIS,2021,GB,2021/07/23,Emission Intensity of CNG. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Road Travel,cng-bus,CNG Bus,kg-CO2e/pkm,0.113,60,ADEME,2018,FR,2021/08/20,"Emission Intensity of CNG Bus. Continental France. 2020 Factor. Updated April 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Provided by the GT Transport Base Carbone & Etude E4T, ADEME - IFPEN.",https://www.bilans-ges.ademe.fr/en/accueil
Transport,Road Travel,coach,Coach,kg-CO2e/pkm,0.02684,,BEIS,2021,GB,2021/07/23,Emission Intensity of Coach. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Road Transport,commercial-battery-electric-vehicle-above-3000cc,Commercial battery electric vehicle above 3000cc,kg-CO2e/km,0.0363252,,MfE,2020,NZ,2021/09/10,Emission intensity of commercial battery electric vehicle. Above 3000cc. Light commercial vehicles. Post 2015 Fleet. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Road Transport,commercial-battery-electric-vehicle-between-1350-and-1600cc,Commercial battery electric vehicle between 1350 and 1600cc,kg-CO2e/km,0.02230113,,MfE,2020,NZ,2021/09/10,Emission intensity of commercial battery electric vehicle. Between 1350 and 1600cc. Light commercial vehicles. Post 2015 Fleet. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Road Transport,commercial-battery-electric-vehicle-between-1600-and-2000cc,Commercial battery electric vehicle between 1600 and 2000cc,kg-CO2e/km,0.0252311,,MfE,2020,NZ,2021/09/10,Emission intensity of commercial battery electric vehicle. Between 1600 and 2000cc. Light commercial vehicles. Post 2015 Fleet. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Road Transport,commercial-battery-electric-vehicle-between-2000-and-3000cc,Commercial battery electric vehicle between 2000 and 3000cc,kg-CO2e/km,0.03107538,,MfE,2020,NZ,2021/09/10,Emission intensity of commercial battery electric vehicle. Between 2000 and 3000cc. Light commercial vehicles. Post 2015 Fleet. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Road Transport,commercial-battery-electric-vehicle-below-1350cc,Commercial battery electric vehicle below 1350cc,kg-CO2e/km,0.02076938,,MfE,2020,NZ,2021/09/10,Emission intensity of commercial battery electric vehicle. Below 1350cc. Light commercial vehicles. Post 2015 Fleet. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Road Transport,commercial-diesel-plug-in-hybrid-vehicle-mainly-electric-above-3000cc,Commercial diesel plug-in hybrid vehicle (mainly electric) above 3000cc,kg-CO2e/km,0.0141472,,MfE,2020,NZ,2021/09/10,Emission intensity of commercial diesel plug-in hybrid vehicle. Mainly electric. Above 3000cc. Light commercial vehicles. Post 2015 Fleet. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Road Transport,commercial-diesel-plug-in-hybrid-vehicle-mainly-electric-below-1350cc,Commercial diesel plug-in hybrid vehicle (mainly electric) below 1350cc,kg-CO2e/km,0.01004202,,MfE,2020,NZ,2021/09/10,Emission intensity of commercial diesel plug-in hybrid vehicle. Mainly electric. Below 1350cc. Light commercial vehicles. Post 2015 Fleet. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
